0,1,2,3,4,5,6,7,8
온라인 불법유통 및 알선 게시물,디지털치안데이터,2021-12-10 19:16:05 최초등록 , 2021-12-10 19:16:05 업데이트됨,                            CSV,                            0,32,0,           매월
독극물 구매 알선 게시물,디지털치안데이터,2021-12-10 19:16:44 최초등록 , 2021-12-10 19:16:44 업데이트됨,                            CSV,                            0,32,0,           매월
성매매 업체 홍보 게시물,디지털치안데이터,2021-12-10 19:17:20 최초등록 , 2021-12-10 19:17:20 업데이트됨,                            CSV,                            0,32,0,           매월
미성년자 성매매 유도 게시물,디지털치안데이터,2021-12-10 19:17:49 최초등록 , 2021-12-10 19:17:49 업데이트됨,                            CSV,                            0,32,0,           매월
온라인 도박 사이트 유도 게시물,디지털치안데이터,2021-12-10 19:18:17 최초등록 , 2021-12-10 19:18:17 업데이트됨,                            CSV,                            0,32,0,           매월
불법금융 상품 홍보 게시물,디지털치안데이터,2021-12-10 19:18:52 최초등록 , 2021-12-10 19:18:52 업데이트됨,                            CSV,                            0,32,0,           매월
불법 환전 모집 게시물,디지털치안데이터,2021-12-10 19:19:25 최초등록 , 2021-12-10 19:19:25 업데이트됨,                            CSV,                            0,32,0,           매월
명예훼손 게시물,디지털치안데이터,2021-12-10 19:19:54 최초등록 , 2021-12-10 19:19:54 업데이트됨,                            CSV,                            0,32,0,           매월
인터넷사기 융합데이터,디지털치안데이터,2021-12-15 12:52:48 최초등록 , 2021-12-15 13:50:05 업데이트됨,                            CSV,                            무료 ,32,2,           매년
디지털 성폭력 융합데이터,디지털치안데이터,2021-12-15 12:56:09 최초등록 , 2021-12-15 13:49:51 업데이트됨,                            CSV,                            무료 ,32,5,           매년
전국 지진발생 분포지역,지역환경공공데이터,2021-12-15 12:57:31 최초등록 , 2021-12-17 18:55:35 업데이트됨,                            공간,"                            10,000",32,2,           매년
전국 비상벨 위치정보,지역환경공공데이터,2021-12-15 12:58:17 최초등록 , 2021-12-15 15:11:01 업데이트됨,                            공간,"                            10,000",32,0,           매반기
신규 다크웹 포럼 게시글,디지털치안데이터,2021-12-29 15:05:47 최초등록 , 2021-12-29 15:11:26 업데이트됨,                            텍스트,                            미정,33,0,
도시구분과 관서별 여성안전지킴이집,지역환경공공데이터,2021-11-25 18:27:27 최초등록 , 2021-11-26 10:19:04 업데이트됨,                            공간,                            무료 ,32,3,           매반기
도시구분과 관서별 기타갬블링시설,지역환경공공데이터,2021-11-25 18:32:46 최초등록 , 2021-11-26 10:25:29 업데이트됨,                            공간,                            무료 ,32,0,           매반기
도시구분과 관서별 편의점,지역환경공공데이터,2021-11-25 19:18:47 최초등록 , 2021-11-26 10:26:06 업데이트됨,                            공간,                            무료 ,32,0,           매반기
소셜미디어 내 한국어 성범죄 관련 게시글,디지털치안데이터,2021-11-30 17:42:09 최초등록 , 2021-12-29 14:56:00 업데이트됨,                            CSV,"                            70,000",32,0,           매월
공동주택 출입 지수,지역환경공공데이터,2021-12-10 18:57:34 최초등록 , 2021-12-17 19:24:53 업데이트됨,                            CSV,                            무료 ,32,9,           매분기
공동주택 주거안전(지수),지역환경공공데이터,2021-12-10 19:02:42 최초등록 , 2021-12-17 19:22:50 업데이트됨,                            CSV,                            무료 ,32,43,           매분기
공동주택 주거위험,지역환경공공데이터,2021-12-10 19:05:43 최초등록 , 2021-12-17 19:22:08 업데이트됨,                            CSV,                            무료 ,32,74,           매분기
개인정보 판매 알선 게시물,디지털치안데이터,2021-12-10 19:12:43 최초등록 , 2021-12-10 19:12:43 업데이트됨,                            CSV,                            0,32,0,           매월
개인정보 매입 알선 게시물,디지털치안데이터,2021-12-10 19:13:30 최초등록 , 2021-12-10 19:13:30 업데이트됨,                            CSV,                            0,32,0,           매월
불법 소프트웨어 판매 알선 게시물,디지털치안데이터,2021-12-10 19:14:16 최초등록 , 2021-12-10 19:14:16 업데이트됨,                            CSV,                            0,32,0,           매월
마약유통 알선 게시물,디지털치안데이터,2021-12-10 19:15:29 최초등록 , 2021-12-10 19:15:29 업데이트됨,                            CSV,                            0,32,0,           매월
도로구간,지역환경공공데이터,2021-12-17 17:40:46 최초등록 , 2021-12-17 23:08:34 업데이트됨,                            공간,                            무료 ,33,131,           매년
기초구역,지역환경공공데이터,2021-12-17 17:41:20 최초등록 , 2021-12-17 23:08:20 업데이트됨,                            공간,                            무료 ,33,31,           매년
건물군,지역환경공공데이터,2021-12-17 17:41:45 최초등록 , 2021-12-17 23:08:05 업데이트됨,                            공간,                            무료 ,33,23,           매년
건물출입구,지역환경공공데이터,2021-12-17 17:42:16 최초등록 , 2021-12-17 23:07:44 업데이트됨,                            공간,                            무료 ,33,35,           매년
통계청기준 시도,지역환경공공데이터,2021-12-17 17:42:46 최초등록 , 2021-12-17 23:07:27 업데이트됨,                            공간,                            무료 ,33,42,           매년
통계청기준 자치구,지역환경공공데이터,2021-12-17 17:43:08 최초등록 , 2021-12-17 23:07:17 업데이트됨,                            공간,                            무료 ,33,47,           매년
통계청기준 행정동정보,지역환경공공데이터,2021-12-17 17:43:28 최초등록 , 2021-12-17 23:07:06 업데이트됨,                            공간,                            무료 ,33,29,           매년
행안부기준 시도,지역환경공공데이터,2021-12-17 17:44:06 최초등록 , 2021-12-17 23:06:54 업데이트됨,                            공간,                            무료 ,33,0,           매년
행안부기준 자치구정보,지역환경공공데이터,2021-12-17 17:44:35 최초등록 , 2021-12-17 23:06:44 업데이트됨,                            공간,                            무료 ,33,0,           매년
행안부기준 법정동정보,부동산,2021-12-17 17:45:11 최초등록 , 2021-12-27 11:47:50 업데이트됨,                            공간,                            무료 ,33,30,           매년
골목상권,지역환경공공데이터,2021-12-17 17:45:36 최초등록 , 2021-12-17 23:06:18 업데이트됨,                            공간,                            무료 ,33,44,           매년
관서별 사건 분석 통계,치안데이터,2021-12-22 10:27:38 최초등록 ,  업데이트됨,                            CSV,                            무료 ,33,0,           매년
무료급식소,지역환경공공데이터,2021-12-15 15:00:24 최초등록 , 2021-12-15 16:08:55 업데이트됨,                            CSV,                            무료 ,33,33,           매년
주택통계,지역환경공공데이터,2021-12-15 15:02:28 최초등록 , 2021-12-15 16:09:14 업데이트됨,                            CSV,                            무료 ,33,29,           매월
안전비상벨설치현황,지역환경공공데이터,2021-12-15 15:13:12 최초등록 , 2021-12-15 16:09:56 업데이트됨,                            CSV,                            무료 ,33,22,           매분기
상권 길단위상존인구 분기,지역환경공공데이터,2021-12-17 17:26:35 최초등록 , 2021-12-17 23:11:28 업데이트됨,                            CSV,                            무료 ,33,0,           매분기
행정동 외국인 생활인구 분기,지역환경공공데이터,2021-12-17 17:27:10 최초등록 , 2021-12-17 23:11:11 업데이트됨,                            CSV,                            무료 ,33,0,           매분기
행정동 집객시설,지역환경공공데이터,2021-12-17 17:29:16 최초등록 , 2021-12-17 23:10:50 업데이트됨,                            CSV,                            무료 ,33,3,           매분기
행정동 내국인 생활인구 분기,지역환경공공데이터,2021-12-17 17:31:40 최초등록 , 2021-12-17 23:10:21 업데이트됨,                            CSV,                            무료 ,33,0,           매분기
주차단속위치,지역환경공공데이터,2021-12-17 17:34:58 최초등록 , 2021-12-17 23:09:39 업데이트됨,                            CSV,                            무료 ,33,0,           매년
지하철역위치,지역환경공공데이터,2021-12-17 17:37:58 최초등록 , 2021-12-17 23:09:26 업데이트됨,                            CSV,                            무료 ,33,44,           매년
행정동 소비특성,지역환경공공데이터,2021-12-17 17:38:32 최초등록 , 2021-12-17 23:09:14 업데이트됨,                            CSV,                            무료 ,33,44,           매분기
행정동 신생기업 생존율 분기,지역환경공공데이터,2021-12-17 17:39:05 최초등록 , 2021-12-17 23:09:00 업데이트됨,                            CSV,                            무료 ,33,95,           매분기
건물공간정보,지역환경공공데이터,2021-12-17 17:40:08 최초등록 , 2021-12-17 23:08:46 업데이트됨,                            공간,                            무료 ,33,33,           매년
대리입금 금융사기정보,치안데이터,2021-12-15 13:01:41 최초등록 , 2021-12-15 15:17:15 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
신용카드현금화 금융사기정보,치안데이터,2021-12-15 13:03:44 최초등록 , 2021-12-15 15:10:09 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
작업대출 금융사기정보,치안데이터,2021-12-15 13:04:23 최초등록 , 2021-12-15 15:10:22 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
통장매매 금융사기정보,치안데이터,2021-12-15 13:05:22 최초등록 , 2021-12-15 15:09:16 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
핸드폰소액결제 금융사기정보,치안데이터,2021-12-15 13:05:58 최초등록 , 2021-12-15 15:08:51 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
불법 금융광고,치안데이터,2021-12-15 13:06:37 최초등록 , 2021-12-15 15:08:28 업데이트됨,                            CSV,"                            5,000,000",33,0,           매반기
성매매업소광고,디지털치안데이터,2021-12-15 13:07:21 최초등록 , 2021-12-15 15:08:06 업데이트됨,                            이미지,"                            5,000,000",33,0,           매반기
마약광고,디지털치안데이터,2021-12-15 13:07:58 최초등록 , 2021-12-15 15:07:46 업데이트됨,                            이미지,"                            5,000,000",33,0,           매반기
노숙인자활시설현황,지역환경공공데이터,2021-12-15 14:57:14 최초등록 , 2021-12-15 16:04:14 업데이트됨,                            CSV,                            무료 ,33,42,           매분기
아동복지시설현황,지역환경공공데이터,2021-12-15 14:58:22 최초등록 , 2021-12-15 16:05:04 업데이트됨,                            CSV,                            무료 ,33,28,           매분기
청소년 공부방 현황,지역환경공공데이터,2021-12-15 14:59:27 최초등록 , 2021-12-15 16:08:35 업데이트됨,                            CSV,                            무료 ,33,29,           매년
도서관 현황,지역환경공공데이터,2021-12-15 14:59:56 최초등록 , 2021-12-15 16:08:45 업데이트됨,                            CSV,                            무료 ,33,28,           매년
미성년자 성매매 유도 게시물,디지털치안데이터,2021-12-10 19:17:49 최초등록 , 2021-12-10 19:17:49 업데이트됨,                            CSV,                            0,33,0,           매월
온라인 도박 사이트 유도 게시물,디지털치안데이터,2021-12-10 19:18:17 최초등록 , 2021-12-10 19:18:17 업데이트됨,                            CSV,                            0,33,0,           매월
불법금융 상품 홍보 게시물,디지털치안데이터,2021-12-10 19:18:52 최초등록 , 2021-12-10 19:18:52 업데이트됨,                            CSV,                            0,33,0,           매월
불법 환전 모집 게시물,디지털치안데이터,2021-12-10 19:19:25 최초등록 , 2021-12-10 19:19:25 업데이트됨,                            CSV,                            0,33,0,           매월
명예훼손 게시물,디지털치안데이터,2021-12-10 19:19:54 최초등록 , 2021-12-10 19:19:54 업데이트됨,                            CSV,                            0,33,0,           매월
인터넷사기 융합데이터,디지털치안데이터,2021-12-15 12:52:48 최초등록 , 2021-12-15 13:50:05 업데이트됨,                            CSV,                            무료 ,33,2,           매년
디지털 성폭력 융합데이터,디지털치안데이터,2021-12-15 12:56:09 최초등록 , 2021-12-15 13:49:51 업데이트됨,                            CSV,                            무료 ,33,5,           매년
전국 지진발생 분포지역,지역환경공공데이터,2021-12-15 12:57:31 최초등록 , 2021-12-17 18:55:35 업데이트됨,                            공간,"                            10,000",33,2,           매년
전국 비상벨 위치정보,지역환경공공데이터,2021-12-15 12:58:17 최초등록 , 2021-12-15 15:11:01 업데이트됨,                            공간,"                            10,000",33,0,           매반기
전국 학교 위치정보,지역환경공공데이터,2021-12-15 12:59:00 최초등록 , 2021-12-15 15:14:58 업데이트됨,                            공간,"                            10,000",33,0,           매반기
전국 스마트가로등 위치정보,지역환경공공데이터,2021-12-15 13:00:01 최초등록 , 2021-12-15 15:16:05 업데이트됨,                            공간,"                            10,000",33,0,           매반기
마약판매,치안데이터,2021-12-15 13:00:48 최초등록 , 2021-12-15 15:16:32 업데이트됨,                            CSV,"                            500,000",33,0,           매분기
공동주택 생활 지수,지역환경공공데이터,2021-12-10 18:54:51 최초등록 , 2021-12-17 19:25:24 업데이트됨,                            CSV,                            무료 ,33,31,           매월
공동주택 에너지 지수,지역환경공공데이터,2021-12-10 18:55:33 최초등록 , 2021-12-17 19:25:08 업데이트됨,                            CSV,                            무료 ,33,6,           매분기
공동주택 출입 지수,지역환경공공데이터,2021-12-10 18:57:34 최초등록 , 2021-12-17 19:24:53 업데이트됨,                            CSV,                            무료 ,33,9,           매분기
공동주택 주거안전(지수),지역환경공공데이터,2021-12-10 19:02:42 최초등록 , 2021-12-17 19:22:50 업데이트됨,                            CSV,                            무료 ,33,43,           매분기
공동주택 주거위험,지역환경공공데이터,2021-12-10 19:05:43 최초등록 , 2021-12-17 19:22:08 업데이트됨,                            CSV,                            무료 ,33,74,           매분기
개인정보 판매 알선 게시물,디지털치안데이터,2021-12-10 19:12:43 최초등록 , 2021-12-10 19:12:43 업데이트됨,                            CSV,                            0,33,0,           매월
개인정보 매입 알선 게시물,디지털치안데이터,2021-12-10 19:13:30 최초등록 , 2021-12-10 19:13:30 업데이트됨,                            CSV,                            0,33,0,           매월
불법 소프트웨어 판매 알선 게시물,디지털치안데이터,2021-12-10 19:14:16 최초등록 , 2021-12-10 19:14:16 업데이트됨,                            CSV,                            0,33,0,           매월
마약유통 알선 게시물,디지털치안데이터,2021-12-10 19:15:29 최초등록 , 2021-12-10 19:15:29 업데이트됨,                            CSV,                            0,33,0,           매월
온라인 불법유통 및 알선 게시물,디지털치안데이터,2021-12-10 19:16:05 최초등록 , 2021-12-10 19:16:05 업데이트됨,                            CSV,                            0,33,0,           매월
독극물 구매 알선 게시물,디지털치안데이터,2021-12-10 19:16:44 최초등록 , 2021-12-10 19:16:44 업데이트됨,                            CSV,                            0,33,0,           매월
성매매 업체 홍보 게시물,디지털치안데이터,2021-12-10 19:17:20 최초등록 , 2021-12-10 19:17:20 업데이트됨,                            CSV,                            0,33,0,           매월
통계청기준 행정동정보,지역환경공공데이터,2021-12-17 17:43:28 최초등록 , 2021-12-17 23:07:06 업데이트됨,                            공간,                            무료 ,34,29,           매년
행안부기준 시도,지역환경공공데이터,2021-12-17 17:44:06 최초등록 , 2021-12-17 23:06:54 업데이트됨,                            공간,                            무료 ,34,0,           매년
행안부기준 자치구정보,지역환경공공데이터,2021-12-17 17:44:35 최초등록 , 2021-12-17 23:06:44 업데이트됨,                            공간,                            무료 ,34,0,           매년
행안부기준 법정동정보,부동산,2021-12-17 17:45:11 최초등록 , 2021-12-27 11:47:50 업데이트됨,                            공간,                            무료 ,34,30,           매년
골목상권,지역환경공공데이터,2021-12-17 17:45:36 최초등록 , 2021-12-17 23:06:18 업데이트됨,                            공간,                            무료 ,34,44,           매년
관서별 사건 분석 통계,치안데이터,2021-12-22 10:27:38 최초등록 ,  업데이트됨,                            CSV,                            무료 ,34,0,           매년
신규 다크웹 포럼 게시글,디지털치안데이터,2021-12-29 15:05:47 최초등록 , 2021-12-29 15:11:26 업데이트됨,                            텍스트,                            미정,34,0,
도시구분과 관서별 여성안전지킴이집,지역환경공공데이터,2021-11-25 18:27:27 최초등록 , 2021-11-26 10:19:04 업데이트됨,                            공간,                            무료 ,33,3,           매반기
도시구분과 관서별 기타갬블링시설,지역환경공공데이터,2021-11-25 18:32:46 최초등록 , 2021-11-26 10:25:29 업데이트됨,                            공간,                            무료 ,33,0,           매반기
도시구분과 관서별 편의점,지역환경공공데이터,2021-11-25 19:18:47 최초등록 , 2021-11-26 10:26:06 업데이트됨,                            공간,                            무료 ,33,0,           매반기
소셜미디어 내 한국어 성범죄 관련 게시글,디지털치안데이터,2021-11-30 17:42:09 최초등록 , 2021-12-29 14:56:00 업데이트됨,                            CSV,"                            70,000",33,0,           매월
공동주택 생활,지역환경공공데이터,2021-12-10 18:47:48 최초등록 , 2021-12-17 19:25:51 업데이트됨,                            CSV,"                            30,000,000",33,0,           매월
자전거 위치,지역환경공공데이터,2021-12-17 17:34:24 최초등록 , 2021-12-17 23:09:53 업데이트됨,                            CSV,                            무료 ,34,0,           매년
주차단속위치,지역환경공공데이터,2021-12-17 17:34:58 최초등록 , 2021-12-17 23:09:39 업데이트됨,                            CSV,                            무료 ,34,0,           매년
지하철역위치,지역환경공공데이터,2021-12-17 17:37:58 최초등록 , 2021-12-17 23:09:26 업데이트됨,                            CSV,                            무료 ,34,44,           매년
행정동 소비특성,지역환경공공데이터,2021-12-17 17:38:32 최초등록 , 2021-12-17 23:09:14 업데이트됨,                            CSV,                            무료 ,34,44,           매분기
행정동 신생기업 생존율 분기,지역환경공공데이터,2021-12-17 17:39:05 최초등록 , 2021-12-17 23:09:00 업데이트됨,                            CSV,                            무료 ,34,95,           매분기
건물공간정보,지역환경공공데이터,2021-12-17 17:40:08 최초등록 , 2021-12-17 23:08:46 업데이트됨,                            공간,                            무료 ,34,33,           매년
도로구간,지역환경공공데이터,2021-12-17 17:40:46 최초등록 , 2021-12-17 23:08:34 업데이트됨,                            공간,                            무료 ,34,131,           매년
기초구역,지역환경공공데이터,2021-12-17 17:41:20 최초등록 , 2021-12-17 23:08:20 업데이트됨,                            공간,                            무료 ,34,31,           매년
건물군,지역환경공공데이터,2021-12-17 17:41:45 최초등록 , 2021-12-17 23:08:05 업데이트됨,                            공간,                            무료 ,34,23,           매년
건물출입구,지역환경공공데이터,2021-12-17 17:42:16 최초등록 , 2021-12-17 23:07:44 업데이트됨,                            공간,                            무료 ,34,35,           매년
통계청기준 시도,지역환경공공데이터,2021-12-17 17:42:46 최초등록 , 2021-12-17 23:07:27 업데이트됨,                            공간,                            무료 ,34,42,           매년
통계청기준 자치구,지역환경공공데이터,2021-12-17 17:43:08 최초등록 , 2021-12-17 23:07:17 업데이트됨,                            공간,                            무료 ,34,47,           매년
노숙인자활시설현황,지역환경공공데이터,2021-12-15 14:57:14 최초등록 , 2021-12-15 16:04:14 업데이트됨,                            CSV,                            무료 ,34,42,           매분기
아동복지시설현황,지역환경공공데이터,2021-12-15 14:58:22 최초등록 , 2021-12-15 16:05:04 업데이트됨,                            CSV,                            무료 ,34,28,           매분기
청소년 공부방 현황,지역환경공공데이터,2021-12-15 14:59:27 최초등록 , 2021-12-15 16:08:35 업데이트됨,                            CSV,                            무료 ,34,29,           매년
도서관 현황,지역환경공공데이터,2021-12-15 14:59:56 최초등록 , 2021-12-15 16:08:45 업데이트됨,                            CSV,                            무료 ,34,28,           매년
무료급식소,지역환경공공데이터,2021-12-15 15:00:24 최초등록 , 2021-12-15 16:08:55 업데이트됨,                            CSV,                            무료 ,34,33,           매년
주택통계,지역환경공공데이터,2021-12-15 15:02:28 최초등록 , 2021-12-15 16:09:14 업데이트됨,                            CSV,                            무료 ,34,29,           매월
안전비상벨설치현황,지역환경공공데이터,2021-12-15 15:13:12 최초등록 , 2021-12-15 16:09:56 업데이트됨,                            CSV,                            무료 ,34,22,           매분기
상권 길단위상존인구 분기,지역환경공공데이터,2021-12-17 17:26:35 최초등록 , 2021-12-17 23:11:28 업데이트됨,                            CSV,                            무료 ,34,0,           매분기
행정동 외국인 생활인구 분기,지역환경공공데이터,2021-12-17 17:27:10 최초등록 , 2021-12-17 23:11:11 업데이트됨,                            CSV,                            무료 ,34,0,           매분기
행정동 집객시설,지역환경공공데이터,2021-12-17 17:29:16 최초등록 , 2021-12-17 23:10:50 업데이트됨,                            CSV,                            무료 ,34,3,           매분기
버스정류장,지역환경공공데이터,2021-12-17 17:30:45 최초등록 , 2021-12-17 23:10:36 업데이트됨,                            CSV,                            무료 ,34,0,           매년
행정동 내국인 생활인구 분기,지역환경공공데이터,2021-12-17 17:31:40 최초등록 , 2021-12-17 23:10:21 업데이트됨,                            CSV,                            무료 ,34,0,           매분기
전국 학교 위치정보,지역환경공공데이터,2021-12-15 12:59:00 최초등록 , 2021-12-15 15:14:58 업데이트됨,                            공간,"                            10,000",34,0,           매반기
전국 스마트가로등 위치정보,지역환경공공데이터,2021-12-15 13:00:01 최초등록 , 2021-12-15 15:16:05 업데이트됨,                            공간,"                            10,000",34,0,           매반기
마약판매,치안데이터,2021-12-15 13:00:48 최초등록 , 2021-12-15 15:16:32 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
대리입금 금융사기정보,치안데이터,2021-12-15 13:01:41 최초등록 , 2021-12-15 15:17:15 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
미등록대부 금융사기정보,치안데이터,2021-12-15 13:02:32 최초등록 , 2021-12-15 15:09:36 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
신용카드현금화 금융사기정보,치안데이터,2021-12-15 13:03:44 최초등록 , 2021-12-15 15:10:09 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
작업대출 금융사기정보,치안데이터,2021-12-15 13:04:23 최초등록 , 2021-12-15 15:10:22 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
통장매매 금융사기정보,치안데이터,2021-12-15 13:05:22 최초등록 , 2021-12-15 15:09:16 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
핸드폰소액결제 금융사기정보,치안데이터,2021-12-15 13:05:58 최초등록 , 2021-12-15 15:08:51 업데이트됨,                            CSV,"                            500,000",34,0,           매분기
불법 금융광고,치안데이터,2021-12-15 13:06:37 최초등록 , 2021-12-15 15:08:28 업데이트됨,                            CSV,"                            5,000,000",34,0,           매반기
성매매업소광고,디지털치안데이터,2021-12-15 13:07:21 최초등록 , 2021-12-15 15:08:06 업데이트됨,                            이미지,"                            5,000,000",34,0,           매반기
마약광고,디지털치안데이터,2021-12-15 13:07:58 최초등록 , 2021-12-15 15:07:46 업데이트됨,                            이미지,"                            5,000,000",34,0,           매반기
온라인 불법유통 및 알선 게시물,디지털치안데이터,2021-12-10 19:16:05 최초등록 , 2021-12-10 19:16:05 업데이트됨,                            CSV,                            0,34,0,           매월
독극물 구매 알선 게시물,디지털치안데이터,2021-12-10 19:16:44 최초등록 , 2021-12-10 19:16:44 업데이트됨,                            CSV,                            0,34,0,           매월
성매매 업체 홍보 게시물,디지털치안데이터,2021-12-10 19:17:20 최초등록 , 2021-12-10 19:17:20 업데이트됨,                            CSV,                            0,34,0,           매월
미성년자 성매매 유도 게시물,디지털치안데이터,2021-12-10 19:17:49 최초등록 , 2021-12-10 19:17:49 업데이트됨,                            CSV,                            0,34,0,           매월
온라인 도박 사이트 유도 게시물,디지털치안데이터,2021-12-10 19:18:17 최초등록 , 2021-12-10 19:18:17 업데이트됨,                            CSV,                            0,34,0,           매월
불법금융 상품 홍보 게시물,디지털치안데이터,2021-12-10 19:18:52 최초등록 , 2021-12-10 19:18:52 업데이트됨,                            CSV,                            0,34,0,           매월
불법 환전 모집 게시물,디지털치안데이터,2021-12-10 19:19:25 최초등록 , 2021-12-10 19:19:25 업데이트됨,                            CSV,                            0,34,0,           매월
명예훼손 게시물,디지털치안데이터,2021-12-10 19:19:54 최초등록 , 2021-12-10 19:19:54 업데이트됨,                            CSV,                            0,34,0,           매월
인터넷사기 융합데이터,디지털치안데이터,2021-12-15 12:52:48 최초등록 , 2021-12-15 13:50:05 업데이트됨,                            CSV,                            무료 ,34,2,           매년
디지털 성폭력 융합데이터,디지털치안데이터,2021-12-15 12:56:09 최초등록 , 2021-12-15 13:49:51 업데이트됨,                            CSV,                            무료 ,34,5,           매년
전국 지진발생 분포지역,지역환경공공데이터,2021-12-15 12:57:31 최초등록 , 2021-12-17 18:55:35 업데이트됨,                            공간,"                            10,000",34,2,           매년
전국 비상벨 위치정보,지역환경공공데이터,2021-12-15 12:58:17 최초등록 , 2021-12-15 15:11:01 업데이트됨,                            공간,"                            10,000",34,0,           매반기
소셜미디어 내 한국어 성범죄 관련 게시글,디지털치안데이터,2021-11-30 17:42:09 최초등록 , 2021-12-29 14:56:00 업데이트됨,                            CSV,"                            70,000",34,0,           매월
공동주택 생활,지역환경공공데이터,2021-12-10 18:47:48 최초등록 , 2021-12-17 19:25:51 업데이트됨,                            CSV,"                            30,000,000",34,0,           매월
공동주택 생활 지수,지역환경공공데이터,2021-12-10 18:54:51 최초등록 , 2021-12-17 19:25:24 업데이트됨,                            CSV,                            무료 ,34,31,           매월
공동주택 에너지 지수,지역환경공공데이터,2021-12-10 18:55:33 최초등록 , 2021-12-17 19:25:08 업데이트됨,                            CSV,                            무료 ,34,6,           매분기
공동주택 출입 지수,지역환경공공데이터,2021-12-10 18:57:34 최초등록 , 2021-12-17 19:24:53 업데이트됨,                            CSV,                            무료 ,34,9,           매분기
